molecule,smiles,Erel_eV,
hc_c40h22_0pent_3325,c1ccc2c(c1)ccc1cc3c(cc12)c1ccccc1c1ccc2c(cc4ccc5cccc6ccc2c4c56)c13,0.37,
hc_c40h22_0pent_3326,c1ccc2c(c1)ccc1cc3c4ccccc4c4ccc5c(cc6ccc7cccc8ccc5c6c78)c4c3cc12,0.349,
hc_c40h22_0pent_3327,c1ccc2cc3c(cc2c1)c1ccccc1c1ccc2c(cc4c5ccccc5c5cccc6ccc2c4c65)c13,0.373,
hc_c40h22_0pent_3328,c1ccc2cc3c(cc2c1)c1ccccc1c1ccc2c(cc4ccc5cccc6c7ccccc7c2c4c56)c13,0.657,
hc_c40h22_0pent_3329,c1ccc2cc3c(cc2c1)c1ccccc1c1c2ccccc2c2c4ccc5cccc6ccc(cc2c31)c4c65,0.82,
hc_c40h22_0pent_333,c1ccc2cc3c(ccc4cc5cc6c(ccc7c8cccc9ccc%10cccc(c67)c%10c98)cc5cc43)cc2c1,0.701,
hc_c40h22_0pent_3330,c1ccc2cc3c(cc2c1)c1ccc2ccccc2c1c1ccc2c(cc4ccc5cccc6ccc2c4c56)c31,0.764,
hc_c40h22_0pent_3331,c1ccc2cc3c(cc2c1)c1c2ccccc2ccc1c1ccc2c(cc4ccc5cccc6ccc2c4c56)c13,0.68,
hc_c40h22_0pent_3332,c1ccc2c(c1)ccc1ccc3cc4c(ccc5ccc6c(cc7ccc8cccc9ccc6c7c89)c54)cc3c12,0.719,
hc_c40h22_0pent_3333,c1ccc2cc3c(ccc4cc5c(ccc6ccc7c(cc8ccc9cccc%10ccc7c8c9%10)c65)cc43)cc2c1,0.522,
hc_c40h22_0pent_3334,c1ccc2c(c1)ccc1c3cc4ccc5ccc6c(cc7ccc8cccc9ccc6c7c89)c5c4cc3ccc21,0.437,
hc_c40h22_0pent_3335,c1cc2ccc3cc4c(ccc5ccc6cc7c8ccccc8c8ccccc8c7cc6c54)c4ccc(c1)c2c34,0.337,
hc_c40h22_0pent_3336,c1ccc2c(c1)ccc1cc3c(ccc4ccc5c(cc6c7ccccc7c7cccc8ccc5c6c87)c43)cc12,0.309,
hc_c40h22_0pent_3337,c1ccc2c(c1)ccc1cc3c(ccc4ccc5c(cc6ccc7cccc8c9ccccc9c5c6c78)c43)cc12,0.717,
hc_c40h22_0pent_3338,c1ccc2c(c1)ccc1cc3c(ccc4c5ccccc5c5c(cc6ccc7cccc8ccc5c6c78)c34)cc12,0.67,
hc_c40h22_0pent_3339,c1ccc2cc3cc4c(ccc5ccc6c(cc7c8ccccc8c8cccc9ccc6c7c98)c54)cc3cc2c1,0.709,
hc_c40h22_0pent_334,c1ccc2c(c1)ccc1ccc3cc4cc5c(ccc6c7cccc8ccc9cccc(c56)c9c87)cc4cc3c12,0.894,
hc_c40h22_0pent_3340,c1ccc2cc3cc4c(ccc5ccc6c(cc7ccc8c9ccccc9cc9ccc6c7c98)c54)cc3cc2c1,0.96,
hc_c40h22_0pent_3341,c1ccc2cc3cc4c(ccc5ccc6c(cc7ccc8cc9ccccc9c9ccc6c7c89)c54)cc3cc2c1,0.851,
hc_c40h22_0pent_3342,c1ccc2cc3cc4c(ccc5ccc6c(cc7ccc8cccc9c%10ccccc%10c6c7c89)c54)cc3cc2c1,1.113,
hc_c40h22_0pent_3343,c1ccc2cc3cc4c(ccc5c6ccccc6c6c(cc7ccc8cccc9ccc6c7c89)c45)cc3cc2c1,1.085,
hc_c40h22_0pent_3344,c1ccc2cc3cc4c(cc3cc2c1)c1ccccc1c1ccc2c(cc3ccc5cccc6ccc2c3c56)c14,0.726,
hc_c40h22_0pent_3345,c1ccc2c(c1)ccc1cc3cc4c(ccc5ccc6c(cc7ccc8cccc9ccc6c7c89)c54)cc3cc12,0.637,
hc_c40h22_0pent_3347,c1ccc2c(c1)ccc1cc3cc4ccc5ccc6c(cc7ccc8cccc9ccc6c7c89)c5c4cc3cc12,0.641,
hc_c40h22_0pent_3348,c1ccc2c(c1)ccc1cc3ccc4ccc5c(cc6ccc7cccc8c9ccccc9c5c6c78)c4c3cc12,0.694,
hc_c40h22_0pent_3349,c1ccc2c(c1)ccc1cc3ccc4c5ccccc5c5c(cc6ccc7cccc8ccc5c6c78)c4c3cc12,0.656,
hc_c40h22_0pent_335,c1ccc2cc3cc4c(cc3cc2c1)c1ccccc1c1c4c2cccc3ccc4cc5ccccc5c1c4c32,1.33,
hc_c40h22_0pent_3350,c1ccc2c(c1)ccc1c3cc4c(ccc5ccc6c(cc7ccc8cccc9ccc6c7c89)c54)cc3ccc21,0.425,
hc_c40h22_0pent_3351,c1ccc2cc3c(ccc4cc5ccc6ccc7c(cc8ccc9cccc%10ccc7c8c9%10)c6c5cc43)cc2c1,0.494,
hc_c40h22_0pent_3352,c1ccc2c(c1)ccc1ccc3cc4ccc5ccc6c(cc7ccc8cccc9ccc6c7c89)c5c4cc3c12,0.63,
hc_c40h22_0pent_3353,c1ccc2c(c1)ccc1ccc3c(ccc4ccc5ccc6c7ccc8cccc9ccc(cc6c5c43)c7c98)c12,0.842,
hc_c40h22_0pent_3354,c1ccc2cc3c(ccc4c3ccc3ccc5ccc6c7ccc8cccc9ccc(cc6c5c34)c7c98)cc2c1,0.656,
hc_c40h22_0pent_3355,c1ccc2c(c1)ccc1c2ccc2c1ccc1ccc3ccc4c5ccc6cccc7ccc(cc4c3c12)c5c76,0.492,
hc_c40h22_0pent_3356,c1cc2ccc3cc4c(ccc5ccc6ccc7c8ccccc8c8ccccc8c7c6c54)c4ccc(c1)c2c34,0.541,
hc_c40h22_0pent_3357,c1ccc2c(c1)ccc1c2ccc2ccc3ccc4c(cc5c6ccccc6c6cccc7ccc4c5c76)c3c21,0.364,
hc_c40h22_0pent_3358,c1ccc2c(c1)ccc1c2ccc2ccc3ccc4c5ccc6cc7ccccc7c7ccc(cc4c3c21)c5c67,0.648,
hc_c40h22_0pent_3359,c1ccc2c(c1)ccc1c2ccc2ccc3ccc4c5ccc6c7ccccc7cc7ccc(cc4c3c21)c5c76,0.547,
hc_c40h22_0pent_336,c1ccc2cc3cc4c(cc3cc2c1)c1ccccc1c1c2cccc3ccc5cc6ccccc6c(c5c32)c41,1.322,
hc_c40h22_0pent_3360,c1ccc2c(c1)ccc1c2ccc2ccc3ccc4c(cc5ccc6cccc7c8ccccc8c4c5c67)c3c21,0.804,
hc_c40h22_0pent_3361,c1ccc2c(c1)ccc1c2ccc2ccc3c4ccccc4c4c5ccc6cccc7ccc(cc4c3c21)c5c76,0.701,
hc_c40h22_0pent_3362,c1ccc2c(c1)ccc1c2ccc2c3ccccc3c3ccc4c5ccc6cccc7ccc(cc4c3c12)c5c76,0.498,
hc_c40h22_0pent_3363,c1ccc2cc3c(ccc4ccc5ccc6c(cc7c8ccccc8c8cccc9ccc6c7c98)c5c43)cc2c1,0.513,
hc_c40h22_0pent_3364,c1ccc2cc3c(ccc4ccc5ccc6c(cc7ccc8c9ccccc9cc9ccc6c7c98)c5c43)cc2c1,0.803,
hc_c40h22_0pent_3365,c1ccc2cc3c(ccc4ccc5ccc6c(cc7ccc8cc9ccccc9c9ccc6c7c89)c5c43)cc2c1,0.703,
hc_c40h22_0pent_3366,c1ccc2cc3c(ccc4ccc5ccc6c(cc7ccc8cccc9c%10ccccc%10c6c7c89)c5c43)cc2c1,0.963,
hc_c40h22_0pent_3367,c1ccc2cc3c(ccc4ccc5c6ccccc6c6c7ccc8cccc9ccc(cc6c5c43)c7c98)cc2c1,0.851,
hc_c40h22_0pent_3368,c1ccc2cc3c(ccc4c5ccccc5c5ccc6c7ccc8cccc9ccc(cc6c5c34)c7c98)cc2c1,0.699,
hc_c40h22_0pent_3369,c1ccc2cc3c(cc2c1)c1ccccc1c1ccc2ccc4c5ccc6cccc7ccc(cc4c2c13)c5c76,0.583,
hc_c40h22_0pent_337,c1ccc2cc3cc4c(cc3cc2c1)c1c2ccccc2ccc1c1c2cccc3ccc5cccc(c5c32)c41,1.228,
hc_c40h22_0pent_3370,c1ccc2c(c1)ccc1cc3c(ccc4ccc5ccc6c7ccc8cccc9ccc(cc6c5c43)c7c98)cc12,0.527,
hc_c40h22_0pent_3371,c1ccc2cc3cc4c(ccc5ccc6ccc7c8ccc9cccc%10ccc(cc7c6c54)c8c%109)cc3cc2c1,0.924,
hc_c40h22_0pent_3372,c1ccc2c(c1)ccc1cc3ccc4ccc5ccc6c7ccc8cccc9ccc(cc6c5c4c3cc12)c7c98,0.451,
hc_c40h22_0pent_3373,c1ccc2c(c1)ccc1c2ccc2ccc3ccc4ccc5c6ccc7cccc8ccc(cc5c4c3c21)c6c87,0.528,
hc_c40h22_0pent_3374,c1ccc2cc3c(ccc4ccc5ccc6ccc7c8ccc9cccc%10ccc(cc7c6c5c43)c8c%109)cc2c1,0.651,
hc_c40h22_0pent_3375,c1ccc2c(c1)ccc1ccc3ccc4ccc5ccc6c7ccc8cccc9ccc(cc6c5c4c3c12)c7c98,0.592,
hc_c40h22_0pent_3376,c1ccc2c(c1)cc1c3c2ccc2cccc(c4ccc5ccc6ccc7ccc8ccccc8c7c6c5c41)c23,0.565,
hc_c40h22_0pent_3377,c1ccc2c(c1)ccc1c2ccc2ccc3ccc4c5cccc6ccc7c8ccccc8cc(c7c65)c4c3c21,0.515,
hc_c40h22_0pent_3378,c1ccc2c(c1)ccc1c2ccc2c3ccccc3c3c4cccc5ccc6c7ccccc7cc(c6c54)c3c12,0.871,
hc_c40h22_0pent_3379,c1ccc2c(c1)ccc1c2ccc2ccc3c(c4cc5ccccc5c5ccc6cc7ccccc7c3c6c54)c21,0.893,
hc_c40h22_0pent_338,c1ccc2cc3cc4c(cc3cc2c1)c1cc2ccccc2cc1c1c2cccc3ccc5cccc(c5c32)c41,1.119,
hc_c40h22_0pent_3380,c1ccc2c(c1)ccc1c2ccc2ccc3c4cc5ccccc5c5ccc6c7ccccc7cc(c3c21)c6c54,0.528,
hc_c40h22_0pent_3381,c1ccc2c(c1)ccc1c2ccc2ccc3c4cccc5ccc6c7c(ccc8ccccc87)cc(c3c21)c6c54,0.746,
hc_c40h22_0pent_3382,c1ccc2c(c1)ccc1c2cc2c3c1ccc1cccc(c4ccc5ccc6c7ccccc7ccc6c5c42)c13,0.403,
hc_c40h22_0pent_3383,c1ccc2c(c1)cc1c3c2ccc2cccc(c4ccc5ccc6c7ccccc7c7ccccc7c6c5c41)c23,0.536,
hc_c40h22_0pent_3384,c1ccc2c(c1)ccc1c2ccc2c1ccc1ccc3c4cccc5ccc6c7ccccc7cc(c6c54)c3c12,0.493,
hc_c40h22_0pent_3385,c1ccc2c(c1)cc1c3c2ccc2cccc(c4ccc5ccc6c(ccc7ccc8ccccc8c76)c5c41)c23,0.844,
hc_c40h22_0pent_3386,c1ccc2c(c1)cc1c3c2ccc2cc4ccccc4c(c23)c2c3ccccc3c3c4ccccc4ccc3c12,1.212,
hc_c40h22_0pent_3387,c1ccc2c(c1)ccc1cc3c4c(ccc5cccc(c54)c4c5ccccc5c5c6ccccc6ccc5c34)c12,1.217,
hc_c40h22_0pent_3388,c1ccc2c(c1)cc1c3c2ccc2cccc(c23)c2c3ccccc3c3c4ccccc4c4ccccc4c3c12,0.975,
hc_c40h22_0pent_3389,c1ccc2c(c1)cc1c3c2ccc2cccc(c23)c2c3ccccc3c3c(ccc4ccc5ccccc5c43)c12,1.422,
hc_c40h22_0pent_339,c1ccc2cc3cc4c(cc3cc2c1)c1ccc2ccccc2c1c1c2cccc3ccc5cccc(c5c32)c41,1.217,
hc_c40h22_0pent_3390,c1ccc2c(c1)cc1c3c2ccc2cccc(c23)c2c3ccc4ccccc4c3c3c4ccccc4ccc3c12,1.221,
hc_c40h22_0pent_3391,c1ccc2c(c1)cc1c3c2ccc2cccc(c23)c2c3c4ccccc4ccc3c3c4ccccc4ccc3c12,1.129,
hc_c40h22_0pent_3392,c1ccc2c(c1)ccc1c2ccc2c1c1cc3ccccc3c3ccc4cc5ccc6ccccc6c5c2c4c31,0.836,
hc_c40h22_0pent_3393,c1ccc2c(c1)ccc1c2ccc2c1c1cc3ccccc3c3ccc4cc5c6ccccc6ccc5c2c4c31,0.708,
hc_c40h22_0pent_3394,c1ccc2c(c1)cc1c3c(ccc4c5ccccc5c5ccccc5c43)c3c4ccccc4cc4ccc2c1c43,0.882,
hc_c40h22_0pent_3395,c1ccc2c(c1)cc1c3c4ccc5ccc6ccccc6c5c4ccc3c3c4ccccc4cc4ccc2c1c43,1.064,
hc_c40h22_0pent_3396,c1ccc2c(c1)ccc1c2ccc2c3cccc4ccc5c6c(ccc7ccc8ccccc8c76)cc(c12)c5c43,0.808,
hc_c40h22_0pent_3397,c1ccc2c(c1)ccc1cc3c4c(ccc5cccc(c6ccc7c8ccccc8c8ccccc8c7c63)c54)c12,0.725,
hc_c40h22_0pent_3398,c1ccc2c(c1)ccc1ccc3c(ccc4c5cccc6ccc7c8c(ccc9ccccc98)cc(c34)c7c65)c12,0.938,
hc_c40h22_0pent_3399,c1ccc2c(c1)ccc1c2ccc2c1c1cc3ccc4ccccc4c3c3ccc4cc5ccccc5c2c4c31,1.043,
hc_c40h22_0pent_340,c1ccc2cc3cc4c(ccc5c4c4cccc6ccc7cc8ccc9ccccc9c8c5c7c64)cc3cc2c1,1.247,
hc_c40h22_0pent_3400,c1ccc2c(c1)ccc1c2cc2c3c1ccc1cccc(c4ccc5c6ccccc6c6ccccc6c5c42)c13,0.395,
hc_c40h22_0pent_3401,c1ccc2c(c1)ccc1c2cc2c3c4ccc5ccc6ccccc6c5c4ccc3c3cccc4ccc1c2c43,0.616,
hc_c40h22_0pent_3402,c1ccc2c(c1)ccc1c2cc2c3c1ccc1cccc(c13)c1c3ccccc3c3c4ccccc4ccc3c21,0.865,
hc_c40h22_0pent_3403,c1ccc2c(c1)ccc1c2cc2c3c4ccc5ccccc5c4ccc3c3c4ccccc4cc4ccc1c2c43,0.708,
hc_c40h22_0pent_3404,c1ccc2c(c1)ccc1c2ccc2c3cccc4c5ccccc5c5c6ccc7ccccc7c6cc(c12)c5c43,0.484,
hc_c40h22_0pent_3405,c1ccc2c(c1)ccc1c2ccc2c3cccc4ccc5c6c7ccccc7c7ccccc7c6cc(c12)c5c43,0.569,
hc_c40h22_0pent_3406,c1ccc2c(c1)ccc1c2ccc2c1cc1c3c4ccc5ccccc5c4ccc3c3cccc4ccc2c1c43,0.31,
hc_c40h22_0pent_3407,c1ccc2c(c1)ccc1c2ccc2c3cccc4ccc5c6ccc7ccc8ccccc8c7c6cc(c12)c5c43,0.514,
hc_c40h22_0pent_3408,c1ccc2c(c1)cc1c3c2ccc2cccc(c4ccc5c6ccccc6c6ccc7ccccc7c6c5c41)c23,0.566,
hc_c40h22_0pent_3409,c1ccc2c(c1)cc1c3c2ccc2cccc(c4ccc5c6ccccc6c6c7ccccc7ccc6c5c41)c23,0.774,
hc_c40h22_0pent_341,c1ccc2cc3cc4c(ccc5c4c4cccc6ccc7cc8cc9ccccc9cc8c5c7c64)cc3cc2c1,1.402,
hc_c40h22_0pent_3410,c1ccc2c(c1)cc1c3c4ccc5c(ccc6ccc7ccccc7c65)c4ccc3c3cccc4ccc2c1c43,0.632,
hc_c40h22_0pent_3411,c1ccc2c(c1)ccc1c2ccc2c1ccc1c2ccc2c3cccc4ccc5c6ccccc6cc(c12)c5c43,0.345,
hc_c40h22_0pent_3412,c1ccc2c(c1)cc1c3c4ccc5c6ccccc6c6ccccc6c5c4ccc3c3cccc4ccc2c1c43,0.645,
hc_c40h22_0pent_3413,c1ccc2c(c1)ccc1c2ccc2c1c1ccccc1c1c3cccc4ccc5c6ccccc6cc(c5c43)c21,0.909,
hc_c40h22_0pent_3414,c1ccc2c(c1)ccc1c2ccc2c1ccc1c2c2cc3ccccc3c3ccc4cc5ccccc5c1c4c32,0.793,
hc_c40h22_0pent_3415,c1ccc2c(c1)ccc1c2ccc2c1ccc1c3cccc4ccc5c6c(ccc7ccccc76)cc(c21)c5c43,0.616,
hc_c40h22_0pent_3416,c1ccc2c(c1)ccc1c2ccc2c1ccc1c3cccc4ccc5c6ccc7ccccc7c6cc(c21)c5c43,0.293,
hc_c40h22_0pent_3417,c1ccc2c(c1)cc1c3c2ccc2cccc(c4ccc5c6ccc7ccccc7c6c6ccccc6c5c41)c23,0.921,
hc_c40h22_0pent_3418,c1ccc2c(c1)cc1c3c2ccc2cccc(c4ccc5c6c7ccccc7ccc6c6ccccc6c5c41)c23,0.809,
hc_c40h22_0pent_3419,c1ccc2c(c1)ccc1c2ccc2ccc3c(ccc4c5cccc6ccc7c8ccccc8cc(c34)c7c65)c21,0.674,
hc_c40h22_0pent_342,c1ccc2cc3cc4c(ccc5c4c4cccc6ccc7cc8c9ccccc9ccc8c5c7c64)cc3cc2c1,1.138,
hc_c40h22_0pent_3420,c1ccc2c(c1)cc1c3c4ccc5ccc6ccc7ccccc7c6c5c4ccc3c3cccc4ccc2c1c43,0.839,
hc_c40h22_0pent_3421,c1ccc2c(c1)ccc1c3cc4ccc5ccc6ccc7ccccc7c6c5c4c4ccc5cccc(c21)c5c34,0.86,
hc_c40h22_0pent_3422,c1ccc2c(c1)ccc1cc3c4c(ccc5cccc(c54)c4c5ccccc5c5ccc6ccccc6c5c34)c12,1.186,
hc_c40h22_0pent_3423,c1ccc2c(c1)ccc1cc3c4c(ccc5cccc(c54)c4c5c6ccccc6ccc5c5ccccc5c34)c12,1.229,
hc_c40h22_0pent_3424,c1ccc2c(c1)ccc1cc3c4c(ccc5cc6ccccc6c(c54)c4c5ccccc5c5ccccc5c34)c12,1.336,
hc_c40h22_0pent_3425,c1ccc2c(c1)ccc1ccc3cc4c5c(ccc6cccc(c65)c5c6ccccc6c6ccccc6c45)c3c12,1.267,
hc_c40h22_0pent_3426,c1ccc2c(c1)ccc1ccc3cc4c5ccc6ccc7ccccc7c6c5c5cccc6ccc(c3c12)c4c65,0.94,
hc_c40h22_0pent_3427,c1ccc2c(c1)ccc1cc3c4ccc5ccc6ccc7ccccc7c6c5c4c4cccc5ccc(c12)c3c54,0.838,
hc_c40h22_0pent_3428,c1ccc2c(c1)cc1c3c2ccc2cccc(c23)c2c3ccccc3c3ccc4ccc5ccccc5c4c3c12,0.905,
hc_c40h22_0pent_3429,c1ccc2c(c1)cc1c3c2ccc2cccc(c23)c2c3c4ccccc4ccc3c3ccc4ccccc4c3c12,1.062,
hc_c40h22_0pent_343,c1ccc2cc3cc4c(ccc5c6c7ccccc7cc7ccc8cc9ccccc9c(c45)c8c76)cc3cc2c1,1.417,
hc_c40h22_0pent_3430,c1ccc2c(c1)cc1c3c2ccc2cccc(c23)c2c1c1ccccc1c1ccc3ccc4ccccc4c3c12,0.944,
hc_c40h22_0pent_3431,c1ccc2c(c1)cc1c3c2ccc2cc4ccc5ccccc5c4c(c23)c2c3ccccc3c3ccccc3c12,0.892,
hc_c40h22_0pent_3432,c1ccc2c(c1)cc1c3c2ccc2cc4ccccc4c(c23)c2c3ccccc3c3ccc4ccccc4c3c12,1.262,
hc_c40h22_0pent_3434,c1ccc2c(c1)cc1c3ccc4c(ccc5ccc6ccc7ccccc7c6c54)c3c3cccc4ccc2c1c43,0.723,
hc_c40h22_0pent_3435,c1ccc2c(c1)ccc1c2ccc2ccc3c(ccc4c5cc6ccccc6c6ccc7cccc(c34)c7c65)c21,0.572,
hc_c40h22_0pent_3436,c1ccc2c(c1)cc1c3ccc4c5c6ccccc6ccc5c5ccccc5c4c3c3cccc4ccc2c1c43,0.833,
hc_c40h22_0pent_3437,c1ccc2c(c1)cc1c3ccc4c(ccc5ccc6ccccc6c54)c3c3c4ccccc4cc4ccc2c1c43,0.878,
hc_c40h22_0pent_3438,c1ccc2c(c1)cc1c3ccc4c5ccc6ccccc6c5c5ccccc5c4c3c3cccc4ccc2c1c43,0.947,
hc_c40h22_0pent_3439,c1ccc2c(c1)ccc1c2ccc2c1ccc1c3cc4ccccc4c4ccc5cc6ccccc6c(c21)c5c43,0.681,
hc_c40h22_0pent_344,c1ccc2cc3cc4c(ccc5c6cc7ccccc7c7ccc8cc9ccccc9c(c45)c8c76)cc3cc2c1,1.178,
hc_c40h22_0pent_3440,c1ccc2c(c1)ccc1c2ccc2c1ccc1c3cc4ccc5ccccc5c4c4ccc5cccc(c21)c5c34,0.591,
hc_c40h22_0pent_3441,c1ccc2c(c1)ccc1c2ccc2c1ccc1c3cc4c5ccccc5ccc4c4ccc5cccc(c21)c5c43,0.335,
hc_c40h22_0pent_3442,c1ccc2c(c1)ccc1c2ccc2c1c1ccccc1c1c3cc4ccccc4c4ccc5cccc(c5c43)c21,0.756,
hc_c40h22_0pent_3443,c1ccc2c(c1)cc1c3ccc4c(ccc5c6ccccc6c6ccccc6c54)c3c3cccc4ccc2c1c43,0.569,
hc_c40h22_0pent_3444,c1ccc2c(c1)ccc1c2ccc2c1ccc1c2ccc2c3cc4ccccc4c4ccc5cccc(c12)c5c43,0.362,
hc_c40h22_0pent_3445,c1ccc2c(c1)cc1c3ccc4c5ccc6ccc7ccccc7c6c5ccc4c3c3cccc4ccc2c1c43,0.583,
hc_c40h22_0pent_3446,c1ccc2c(c1)cc1c3ccc4c5ccccc5c5ccccc5c4c3c3c4ccccc4cc4ccc2c1c43,0.745,
hc_c40h22_0pent_3447,c1ccc2c(c1)cc1c3ccc4c5ccccc5c5c6ccccc6ccc5c4c3c3cccc4ccc2c1c43,0.809,
hc_c40h22_0pent_3448,c1ccc2c(c1)cc1c3ccc4c5ccccc5c5ccc6ccccc6c5c4c3c3cccc4ccc2c1c43,0.607,
hc_c40h22_0pent_345,c1ccc2c(c1)ccc1cc3cc4ccc5c6cc7ccccc7c7ccc8cccc(c5c4cc3cc12)c8c76,0.695,
hc_c40h22_0pent_3450,c1ccc2c(c1)ccc1c2ccc2c3cc4ccccc4c4ccc5cc6c7ccccc7ccc6c(c12)c5c43,0.584,
hc_c40h22_0pent_3451,c1ccc2c(c1)ccc1c2ccc2c3cc4ccc5ccc6ccccc6c5c4c4ccc5cccc(c12)c5c34,0.762,
hc_c40h22_0pent_3452,c1ccc2c(c1)ccc1cc3c4c(ccc5cccc(c54)c4c5ccc6ccccc6c5c5ccccc5c34)c12,1.479,
hc_c40h22_0pent_3453,c1ccc2c(c1)ccc1ccc3c(ccc4c5cc6ccc7ccccc7c6c6ccc7cccc(c34)c7c56)c12,0.909,
hc_c40h22_0pent_3454,c1ccc2c(c1)ccc1cc3c4ccc5c6ccccc6c6ccccc6c5c4c4cccc5ccc(c12)c3c54,0.728,
hc_c40h22_0pent_3455,c1ccc2c(c1)ccc1c2ccc2c3cc4ccc5ccccc5c4c4ccc5cc6ccccc6c(c12)c5c34,0.884,
hc_c40h22_0pent_3456,c1ccc2c(c1)ccc1c2cc2c3c1ccc1cccc(c13)c1c3ccc4ccccc4c3c3ccccc3c21,0.886,
hc_c40h22_0pent_3457,c1ccc2c(c1)ccc1c2cc2c3ccc4c(ccc5ccc6ccccc6c54)c3c3cccc4ccc1c2c43,0.534,
hc_c40h22_0pent_3458,c1ccc2c(c1)ccc1c2cc2c3ccc4c5ccccc5c5ccccc5c4c3c3cccc4ccc1c2c43,0.469,
hc_c40h22_0pent_3459,c1ccc2c(c1)ccc1c2cc2c3ccc4c5ccccc5ccc4c3c3c4ccccc4cc4ccc1c2c43,0.632,
hc_c40h22_0pent_346,c1ccc2c(c1)ccc1cc3cc4c(ccc5c6cc7ccccc7c7ccc8cccc(c45)c8c76)cc3cc12,0.696,
hc_c40h22_0pent_3460,c1ccc2c(c1)ccc1c2ccc2c3cc4c5ccccc5ccc4c4c5ccccc5c5cccc(c12)c5c34,0.618,
hc_c40h22_0pent_3461,c1ccc2c(c1)ccc1c2ccc2c3cc4c5ccccc5c5ccccc5c4c4ccc5cccc(c12)c5c34,0.56,
hc_c40h22_0pent_3462,c1ccc2c(c1)ccc1c2ccc2c3cc4c(ccc5ccc6ccccc6c54)c4ccc5cccc(c12)c5c43,0.564,
hc_c40h22_0pent_3463,c1ccc2c(c1)cc1c3c2ccc2cccc(c23)c2c3ccc4ccccc4c3c3ccc4ccccc4c3c12,1.271,
hc_c40h22_0pent_3464,c1ccc2c(c1)cc1c3c2ccc2cccc(c23)c2c3ccc4ccc5ccccc5c4c3c3ccccc3c12,1.42,
hc_c40h22_0pent_3465,c1ccc2c(c1)cc1c3c2ccc2cccc(c23)c2c1c1ccccc1c1c3ccccc3c3ccccc3c12,0.989,
hc_c40h22_0pent_3466,c1ccc2c(c1)cc1c3c2ccc2cc4ccccc4c(c23)c2c3ccc4ccccc4c3c3ccccc3c12,1.423,
hc_c40h22_0pent_3467,c1ccc2c(c1)cc1c3ccc4ccc5c(ccc6ccc7ccccc7c65)c4c3c3cccc4ccc2c1c43,0.869,
hc_c40h22_0pent_3468,c1ccc2c(c1)ccc1c2ccc2c1ccc1ccc3c4cc5ccccc5c5ccc6cccc(c6c54)c3c12,0.523,
hc_c40h22_0pent_347,c1ccc2cc3cc4c(cc3cc2c1)c1ccccc1c1c2cc3ccccc3c3ccc5cccc(c5c32)c41,1.124,
hc_c40h22_0pent_3471,c1ccc2c(c1)ccc1c2ccc2ccc3c4cc5ccc6ccccc6c5c5ccc6cccc(c6c45)c3c21,0.755,
hc_c40h22_0pent_3472,c1ccc2c(c1)ccc1c2cc2c3ccc4ccc5c6ccccc6ccc5c4c3c3cccc4ccc1c2c43,0.498,
hc_c40h22_0pent_3473,c1ccc2c(c1)ccc1c2ccc2c3ccccc3c3c4cc5ccccc5c5ccc6cccc(c6c54)c3c12,0.9,
hc_c40h22_0pent_3475,c1ccc2c(c1)cc1c3ccc4ccc5ccc6ccc7ccccc7c6c5c4c3c3cccc4ccc2c1c43,0.638,
hc_c40h22_0pent_3476,c1ccc2c(c1)cc1c3ccccc3c3c4c(ccc2c14)cc1ccc2ccc4ccc5ccccc5c4c2c13,0.719,
hc_c40h22_0pent_3477,c1ccc2c(c1)ccc1ccc3ccc4cc5c6ccccc6c6c7ccccc7cc7ccc(c4c3c12)c5c76,0.947,
hc_c40h22_0pent_3478,c1ccc2c(c1)ccc1cc3c4c(ccc5ccc6ccccc6c54)c4c5ccccc5cc5ccc(c12)c3c54,1.255,
hc_c40h22_0pent_3479,c1ccc2c(c1)ccc1cc3c4c5ccccc5ccc4c4c5c(ccc6ccccc65)cc5ccc(c12)c3c54,1.148,
hc_c40h22_0pent_348,c1ccc2cc3cc4c(ccc5c6cc7c8ccccc8ccc7c7ccc8cccc(c45)c8c76)cc3cc2c1,0.83,
hc_c40h22_0pent_3480,c1ccc2c(c1)ccc1c2c2cc3ccc4ccc5ccccc5c4c3c3ccc4cc5ccccc5c1c4c23,1.216,
hc_c40h22_0pent_3481,c1ccc2c(c1)ccc1cc3c4ccc5ccccc5c4c4c5c(ccc6ccccc65)cc5ccc(c12)c3c54,0.912,
hc_c40h22_0pent_3482,c1ccc2c(c1)ccc1ccc3cc4c5ccc6ccccc6c5c5c6ccccc6cc6ccc(c3c12)c4c65,1.099,
hc_c40h22_0pent_3483,c1ccc2c(c1)ccc1cc3c4ccc5ccc6ccccc6c5c4c4c5ccccc5cc5ccc(c12)c3c54,0.997,
hc_c40h22_0pent_3484,c1ccc2c(c1)ccc1cc3c4ccccc4c4c5c(ccc6ccc7ccccc7c65)cc5ccc(c12)c3c54,0.895,
hc_c40h22_0pent_3485,c1ccc2c(c1)ccc1ccc3cc4c5ccccc5c5c6c(ccc7ccccc76)cc6ccc(c3c12)c4c65,0.952,
hc_c40h22_0pent_3486,c1ccc2c(c1)cc1c3c(ccc4ccc5ccc6ccccc6c5c43)c3c4ccccc4cc4ccc2c1c43,0.973,
