molecule,smiles,Erel_eV,
hc_c38h20_0pent_1046,c1ccc2c(c1)cc1c3ccc4c5c6ccccc6ccc5c5cccc6cc(c7cccc2c17)c3c4c65,0.579,
hc_c38h20_0pent_1047,c1ccc2c(c1)cc1c3c2cc2ccccc2c3c2cc3cccc4ccc5c6ccccc6c1c2c5c43,0.956,
hc_c38h20_0pent_1048,c1ccc2c(c1)cc1c3c2cccc3c2cc3cccc4ccc5c6c7ccccc7ccc6c1c2c5c43,0.909,
hc_c38h20_0pent_1049,c1ccc2c(c1)cc1c3c2cccc3c2cc3cccc4ccc5c6ccc7ccccc7c6c1c2c5c43,0.823,
hc_c38h20_0pent_1050,c1ccc2c(c1)ccc1ccc3c(cc4c5ccc6ccc7cccc8cc(c9cccc3c49)c5c6c78)c12,0.553,
hc_c38h20_0pent_1051,c1ccc2cc3c(ccc4c3cc3c5ccc6ccc7cccc8cc(c9cccc4c39)c5c6c78)cc2c1,0.514,
hc_c38h20_0pent_1052,c1ccc2c(c1)ccc1c2ccc2c1cc1c3ccc4ccc5cccc6cc(c7cccc2c17)c3c4c56,0.344,
hc_c38h20_0pent_1053,c1cc2ccc3ccc4c5cc6c7ccccc7c7ccccc7c6c6cccc(c7cc(c1)c2c3c47)c56,0.568,
hc_c38h20_0pent_1054,c1ccc2c(c1)ccc1c2cc2c3ccc4ccc5cccc6cc(c7cc8ccccc8c1c27)c3c4c56,0.611,
hc_c38h20_0pent_1055,c1ccc2c(c1)ccc1c2cc2c3ccc4ccc5cccc6cc(c7c8ccccc8cc1c27)c3c4c56,0.727,
hc_c38h20_0pent_1056,c1ccc2c(c1)ccc1c2cc2c3c1cccc3c1cc3cccc4ccc5c6ccccc6c2c1c5c43,0.671,
hc_c38h20_0pent_1057,c1ccc2cc3c(cc2c1)cc1c2ccc4ccc5cccc6cc(c7cc8ccccc8c3c17)c2c4c56,0.785,
hc_c38h20_0pent_1058,c1ccc2cc3c(cc2c1)cc1c2ccc4ccc5cccc6cc(c7c8ccccc8cc3c17)c2c4c56,0.815,
hc_c38h20_0pent_1059,c1ccc2cc3c(cc2c1)cc1c2ccc4ccc5cc6ccccc6c6cc(c7cccc3c17)c2c4c56,0.583,
hc_c38h20_0pent_1060,c1ccc2cc3c(cc2c1)cc1c2ccc4ccc5c6ccccc6cc6cc(c7cccc3c17)c2c4c65,0.575,
hc_c38h20_0pent_1061,c1ccc2cc3c(cc2c1)cc1c2ccc4c5ccccc5c5cccc6cc(c7cccc3c17)c2c4c65,0.44,
hc_c38h20_0pent_1062,c1ccc2cc3c(cc2c1)cc1c2c3cccc2c2cc3cccc4ccc5c6ccccc6c1c2c5c43,0.816,
hc_c38h20_0pent_1063,c1ccc2c(c1)ccc1cc3c(cc12)cc1c2ccc4ccc5cccc6cc(c7cccc3c17)c2c4c56,0.363,
hc_c38h20_0pent_1064,c1ccc2cc3cc4c(cc3cc2c1)cc1c2ccc3ccc5cccc6cc(c7cccc4c17)c2c3c56,0.747,
hc_c38h20_0pent_1065,c1ccc2c(c1)ccc1cc3cc4c5ccc6ccc7cccc8cc(c9cccc(c3cc12)c49)c5c6c78,0.374,
hc_c38h20_0pent_1066,c1ccc2c(c1)ccc1cc3c4ccc5ccc6cccc7cc(c8c9ccccc9cc(c12)c38)c4c5c67,0.961,
hc_c38h20_0pent_1067,c1ccc2c(c1)ccc1cc3c4c(cccc4c12)c1cc2cccc4ccc5c6ccccc6c3c1c5c42,0.903,
hc_c38h20_0pent_1068,c1ccc2c(c1)ccc1c2ccc2cc3c4ccc5ccc6cccc7cc(c8cccc(c21)c38)c4c5c67,0.577,
hc_c38h20_0pent_1069,c1ccc2cc3c(ccc4cc5c6ccc7ccc8cccc9cc(c%10cccc(c43)c5%10)c6c7c89)cc2c1,0.737,
hc_c38h20_0pent_1070,c1ccc2c(c1)ccc1ccc3cc4c5ccc6ccc7cccc8cc(c9cccc(c49)c3c12)c5c6c78,0.732,
hc_c38h20_0pent_1071,c1ccc2c(c1)ccc1ccc3cc4c5cc6cccc7ccc8ccc(c9cccc(c94)c3c12)c5c8c76,0.738,
hc_c38h20_0pent_1072,c1ccc2cc3c(ccc4cc5c6cc7cccc8ccc9ccc(c%10cccc(c43)c%105)c6c9c87)cc2c1,0.737,
hc_c38h20_0pent_1073,c1ccc2c(c1)ccc1c2ccc2cc3c4cc5cccc6ccc7ccc(c8cccc(c21)c83)c4c7c65,0.585,
hc_c38h20_0pent_1074,c1ccc2c(c1)ccc1cc3cc4c5cc6cccc7ccc8ccc(c9cccc(c3cc12)c94)c5c8c76,0.395,
hc_c38h20_0pent_1075,c1ccc2cc3cc4c(cc3cc2c1)cc1c2cc3cccc5ccc6ccc(c7cccc4c71)c2c6c53,0.779,
hc_c38h20_0pent_1076,c1ccc2c(c1)ccc1cc3c(cc12)cc1c2cc4cccc5ccc6ccc(c7cccc3c71)c2c6c54,0.384,
hc_c38h20_0pent_1077,c1ccc2cc3c(cc2c1)cc1c2cc4c5ccccc5cc5ccc6ccc(c7cccc3c71)c2c6c54,0.593,
hc_c38h20_0pent_1078,c1ccc2cc3c(cc2c1)cc1c2cc4cc5ccccc5c5ccc6ccc(c7cccc3c71)c2c6c45,0.6,
hc_c38h20_0pent_1079,c1ccc2cc3c(cc2c1)cc1c2cc4cccc5c6ccccc6c6ccc(c7cccc3c71)c2c6c45,0.458,
hc_c38h20_0pent_1080,c1ccc2cc3c(cc2c1)cc1c2cc4cccc5ccc6c7ccccc7c(c7cccc3c17)c2c6c54,0.862,
hc_c38h20_0pent_1081,c1ccc2cc3c(cc2c1)cc1c2cc4cccc5ccc6ccc(c7c8ccccc8cc3c17)c2c6c54,0.863,
hc_c38h20_0pent_1082,c1ccc2cc3c(cc2c1)cc1c2cc4cccc5ccc6ccc(c7cc8ccccc8c3c71)c2c6c54,0.793,
hc_c38h20_0pent_1083,c1ccc2c(c1)ccc1c2cc2c3cc4cccc5ccc6c7ccccc7c(c7cccc1c27)c3c6c54,0.711,
hc_c38h20_0pent_1084,c1ccc2c(c1)ccc1c2cc2c3cc4cccc5ccc6ccc(c7c8ccccc8cc1c27)c3c6c54,0.768,
hc_c38h20_0pent_1085,c1ccc2c(c1)ccc1c2cc2c3cc4cccc5ccc6ccc(c7cc8ccccc8c1c72)c3c6c54,0.604,
hc_c38h20_0pent_1086,c1cc2ccc3ccc4c5cccc6c7c8ccccc8c8ccccc8c7cc(c7cc(c1)c2c3c47)c56,0.567,
hc_c38h20_0pent_1087,c1ccc2c(c1)ccc1c2ccc2c1cc1c3cc4cccc5ccc6ccc(c7cccc2c71)c3c6c54,0.35,
hc_c38h20_0pent_1088,c1ccc2cc3c(ccc4c3cc3c5cc6cccc7ccc8ccc(c9cccc4c93)c5c8c76)cc2c1,0.518,
hc_c38h20_0pent_1089,c1ccc2c(c1)ccc1ccc3c(cc4c5cc6cccc7ccc8ccc(c9cccc3c94)c5c8c76)c12,0.564,
hc_c38h20_0pent_1090,c1ccc2c(c1)cc1c3cc4c5c(ccc6ccccc65)cc5ccc6ccc(c7cccc2c71)c3c6c54,0.606,
hc_c38h20_0pent_1091,c1ccc2c(c1)ccc1c2cc2ccc3ccc4c5cccc6c7ccccc7cc(c7cc1c2c3c47)c65,0.399,
hc_c38h20_0pent_1092,c1ccc2c(c1)cc1c3cc4c5ccccc5cc5ccc6c7ccccc7c(c7cccc2c17)c3c6c54,0.857,
hc_c38h20_0pent_1093,c1ccc2c(c1)cc1ccc3ccc4c5c6ccccc6cc6c7ccccc7cc(c7cc2c1c3c74)c65,0.821,
hc_c38h20_0pent_1094,c1ccc2c(c1)cc1ccc3ccc4c5cc6ccccc6c6c7ccccc7cc(c7cc2c1c3c47)c56,0.723,
hc_c38h20_0pent_1095,c1ccc2c(c1)cc1ccc3ccc4c5cccc6c7c(ccc8ccccc87)cc(c7cc2c1c3c47)c56,0.679,
hc_c38h20_0pent_1096,c1ccc2c(c1)ccc1c2cc2c3cc4c5ccccc5cc5ccc6ccc(c7cccc1c72)c3c6c54,0.439,
hc_c38h20_0pent_1097,c1ccc2c(c1)cc1c3cc4cc5ccccc5c5ccc6c7ccccc7c(c7cccc2c17)c3c6c45,0.751,
hc_c38h20_0pent_1098,c1ccc2c(c1)cc1cc3c4cc5ccccc5c5cc6ccccc6c(c6ccc7ccc2c1c7c36)c54,0.834,
hc_c38h20_0pent_1099,c1ccc2c(c1)cc1cc3c4cc5ccccc5c5c6ccccc6cc(c6ccc7ccc2c1c7c63)c45,0.722,
hc_c38h20_0pent_11,c1ccc2c(c1)c1cccc3c4cc5cccc6c7cccc8cccc(c87)c(c56)c4c4cccc2c4c13,0.868,
hc_c38h20_0pent_1100,c1ccc2c(c1)cc1cc3c4cc5ccc6ccccc6c5c5cccc(c6ccc7ccc2c1c7c63)c45,0.688,
hc_c38h20_0pent_1101,c1ccc2c(c1)ccc1c2cc2c3cc4cc5ccccc5c5ccc6ccc(c7cccc1c72)c3c6c45,0.451,
hc_c38h20_0pent_1102,c1ccc2c(c1)ccc1c2cc2cc3c4cc5ccccc5c5cccc(c6ccc7ccc1c2c7c63)c54,0.403,
hc_c38h20_0pent_1103,c1ccc2c(c1)cc1c3cc4cc5ccc6ccccc6c5c5ccc6ccc(c7cccc2c71)c3c6c45,0.654,
hc_c38h20_0pent_1104,c1ccc2c(c1)cc1c3cc4cccc5c6ccccc6c6c7ccccc7c(c7cccc2c17)c3c6c45,0.887,
hc_c38h20_0pent_1105,c1ccc2c(c1)cc1c3cc4cccc5c6ccccc6c6ccc(c7c8ccccc8cc2c17)c3c6c45,0.68,
hc_c38h20_0pent_1106,c1ccc2c(c1)cc1c3ccc4c5ccccc5c5cccc6cc(c7cc8ccccc8c2c17)c3c4c65,0.577,
hc_c38h20_0pent_1107,c1ccc2c(c1)ccc1cc3c4cc5cccc6c7ccccc7c7ccc(c8cccc(c12)c83)c4c7c56,0.54,
hc_c38h20_0pent_1108,c1ccc2c(c1)ccc1c2cc2c3cc4cccc5c6ccccc6c6ccc(c7cccc1c72)c3c6c45,0.315,
hc_c38h20_0pent_1109,c1ccc2c(c1)cc1c3cc4c5ccccc5cc5c6ccccc6c6ccc(c7cccc2c71)c3c6c45,0.379,
hc_c38h20_0pent_1110,c1ccc2c(c1)cc1c3cc4cc5ccccc5c5c6ccccc6c6ccc(c7cccc2c71)c3c6c45,0.687,
hc_c38h20_0pent_1111,c1ccc2c(c1)cc1c3cc4cccc5c6c7ccccc7ccc6c6ccc(c7cccc2c71)c3c6c45,0.6,
hc_c38h20_0pent_1112,c1ccc2c(c1)cc1c3cc4cccc5c6ccc7ccccc7c6c6ccc(c7cccc2c71)c3c6c45,0.592,
hc_c38h20_0pent_1113,c1ccc2c(c1)cc1c3cc4cccc5ccc6c7ccccc7c(c7c8ccccc8cc2c17)c3c6c54,0.988,
hc_c38h20_0pent_1114,c1ccc2c(c1)ccc1cc3c4cc5cccc6ccc7c8ccccc8c(c8cccc(c12)c38)c4c7c65,0.946,
hc_c38h20_0pent_1115,c1ccc2c(c1)cc1c3cc4cccc5ccc6c7c8ccccc8ccc7c(c7cccc2c17)c3c6c54,0.941,
hc_c38h20_0pent_1116,c1ccc2c(c1)cc1c3cc4cccc5ccc6c7ccc8ccccc8c7c(c7cccc2c17)c3c6c54,0.856,
hc_c38h20_0pent_1117,c1ccc2c(c1)cc1c3cc4cccc5ccc6ccc(c3c6c54)c3c4c(ccc5ccccc54)cc2c13,0.817,
hc_c38h20_0pent_1118,c1ccc2c(c1)ccc1c2cc2c3ccccc3cc3c4cc5cccc6ccc7ccc(c1c23)c4c7c65,0.653,
hc_c38h20_0pent_1119,c1ccc2c(c1)ccc1cc3c4cc5cccc6ccc7ccc(c8c9ccccc9cc(c12)c38)c4c7c65,0.992,
hc_c38h20_0pent_1120,c1ccc2c(c1)ccc1cc3c4cc5cccc6ccc7ccc(c8cc9ccccc9c(c12)c83)c4c7c65,0.766,
hc_c38h20_0pent_1121,c1ccc2c(c1)cc1c3cc4cccc5ccc6c7ccccc7c(c7cc8ccccc8c2c17)c3c6c54,0.936,
hc_c38h20_0pent_1122,c1ccc2c(c1)ccc1cc3c4ccc5ccc6cccc7cc(c8cc9ccccc9c(c12)c83)c4c5c67,0.767,
hc_c38h20_0pent_1123,c1ccc2c(c1)ccc1ccc3c(cc4cccc5c6ccc7ccc8cccc9cc(c3c45)c6c7c89)c12,1.023,
hc_c38h20_0pent_1124,c1ccc2cc3c(ccc4c3cc3cccc5c6ccc7ccc8cccc9cc(c4c35)c6c7c89)cc2c1,0.808,
hc_c38h20_0pent_1125,c1ccc2c(c1)ccc1c2ccc2c1cc1cccc3c4ccc5ccc6cccc7cc(c2c13)c4c5c67,0.726,
hc_c38h20_0pent_1126,c1cc2ccc3ccc4c5cccc6cc7c8ccccc8c8ccccc8c7c(c7cc(c1)c2c3c47)c65,0.794,
hc_c38h20_0pent_1127,c1ccc2c(c1)ccc1c2cc2cccc3c4ccc5ccc6cc7ccccc7c7cc(c1c23)c4c5c67,0.771,
hc_c38h20_0pent_1128,c1ccc2c(c1)ccc1c2cc2cccc3c2c1c1cc2cccc4ccc5c6ccccc6c3c1c5c42,1.264,
hc_c38h20_0pent_1129,c1ccc2c(c1)ccc1c2cc2cc3ccccc3c3c4ccc5ccc6cccc7cc(c4c5c67)c1c23,1.362,
hc_c38h20_0pent_1132,c1ccc2cc3c(cc2c1)cc1cccc2c4ccc5c6ccccc6c6cccc7cc(c3c12)c4c5c76,1.037,
hc_c38h20_0pent_1135,c1ccc2cc3c(cc2c1)cc1c2ccccc2cc2c4ccc5ccc6cccc7cc(c3c12)c4c5c67,0.943,
hc_c38h20_0pent_1136,c1ccc2c(c1)ccc1cc3c(cc4cccc5c6ccc7ccc8cccc9cc(c3c45)c6c7c89)cc12,0.909,
hc_c38h20_0pent_1138,c1ccc2c(c1)ccc1cc3cc4cccc5c6ccc7ccc8cccc9cc(c(c3cc12)c45)c6c7c89,0.892,
hc_c38h20_0pent_1139,c1ccc2c(c1)ccc1c2ccc2cc3cccc4c5ccc6ccc7cccc8cc(c5c6c78)c(c21)c34,0.889,
hc_c38h20_0pent_1140,c1ccc2cc3c(ccc4cc5cccc6c7ccc8ccc9cccc%10cc(c7c8c9%10)c(c43)c56)cc2c1,0.971,
hc_c38h20_0pent_1141,c1ccc2c(c1)ccc1ccc3cc4cccc5c6ccc7ccc8cccc9cc(c6c7c89)c(c45)c3c12,0.931,
hc_c38h20_0pent_12,c1ccc2c(c1)cc1c3c2ccc2cccc(c4cc5cccc6c7cccc8cccc(c87)c(c56)c41)c23,0.94,
hc_c38h20_0pent_1218,c1ccc2c(c1)cc1cc3c(cc4ccc5ccc6cccc7cc3c4c5c67)c3cc4ccccc4c2c13,1.133,
hc_c38h20_0pent_1222,c1ccc2c(c1)cc1c3cc4ccc5c6ccccc6c6cccc7cc(c3cc3cccc2c31)c4c5c76,0.812,
hc_c38h20_0pent_1224,c1ccc2c(c1)ccc1c2cc2c3cc4ccc5ccc6cccc7cc(c3cc3cccc1c32)c4c5c67,0.865,
hc_c38h20_0pent_1226,c1ccc2c(c1)ccc1cc3c4cc5ccc6ccc7cccc8cc(c4cc4cccc(c12)c43)c5c6c78,1.085,
hc_c38h20_0pent_1227,c1ccc2c(c1)ccc1cc3cc4c(cc5ccc6ccc7cccc8cc4c5c6c78)c4cccc(c12)c34,1.079,
hc_c38h20_0pent_1229,c1ccc2c(c1)ccc1c2cc2cc3c(cc4ccc5ccc6cccc7cc3c4c5c67)c3cccc1c23,0.843,
hc_c38h20_0pent_1232,c1ccc2c(c1)cc1cc3c(cc4ccc5c6ccccc6c6cccc7cc3c4c5c76)c3cccc2c13,0.778,
hc_c38h20_0pent_1252,c1ccc2c(c1)cc1c3ccccc3c3ccc4cc5c(cc6cccc7cccc5c76)c5cc2c1c3c45,0.911,
hc_c38h20_0pent_1254,c1ccc2c(c1)ccc1c3ccc4cc5c(cc6cccc7cccc5c76)c5cc6cccc(c21)c6c3c45,1.135,
hc_c38h20_0pent_1255,c1ccc2cc3c(cc2c1)c1cccc2cc4c5cc6cccc7cccc(c5cc5ccc3c(c54)c21)c76,0.956,
hc_c38h20_0pent_1256,c1ccc2c(c1)ccc1c3cccc4cc5c6cc7cccc8cccc(c6cc6ccc(c21)c(c65)c43)c87,1.134,
hc_c38h20_0pent_13,c1ccc2c(c1)cc1ccc3cccc4c5cc6cccc7c8cccc9cccc(c98)c(c67)c5c2c1c34,1.09,
hc_c38h20_0pent_1310,c1ccc2c(c1)ccc1ccc3ccc4cc5ccc6ccc7ccc8cccc9c8c7c6c5c9c4c3c12,0.667,
hc_c38h20_0pent_1311,c1ccc2cc3c(ccc4ccc5cc6ccc7ccc8ccc9cccc%10c9c8c7c6c%10c5c43)cc2c1,0.755,
hc_c38h20_0pent_1312,c1ccc2c(c1)ccc1c2ccc2ccc3cc4ccc5ccc6ccc7cccc8c7c6c5c4c8c3c21,0.603,
hc_c38h20_0pent_1313,c1ccc2c(c1)ccc1cc3ccc4cc5ccc6ccc7ccc8cccc9c8c7c6c5c9c4c3cc12,0.52,
hc_c38h20_0pent_1314,c1ccc2cc3cc4c(ccc5cc6ccc7ccc8ccc9cccc%10c9c8c7c6c%10c54)cc3cc2c1,0.926,
hc_c38h20_0pent_1315,c1ccc2c(c1)ccc1cc3c(ccc4cc5ccc6ccc7ccc8cccc9c8c7c6c5c9c43)cc12,0.559,
hc_c38h20_0pent_1316,c1ccc2cc3c(cc2c1)c1ccccc1c1cc2ccc4ccc5ccc6cccc7c6c5c4c2c7c31,0.568,
hc_c38h20_0pent_1317,c1ccc2cc3c(ccc4cc5c6ccccc6c6ccc7ccc8cccc9c8c7c6c5c9c43)cc2c1,0.633,
hc_c38h20_0pent_1318,c1ccc2cc3c(ccc4cc5ccc6c7ccccc7c7ccc8cccc9c8c7c6c5c9c43)cc2c1,0.763,
hc_c38h20_0pent_1319,c1ccc2cc3c(ccc4cc5ccc6ccc7c8ccccc8c8cccc9c8c7c6c5c9c43)cc2c1,0.622,
hc_c38h20_0pent_1320,c1ccc2cc3c(ccc4cc5ccc6ccc7ccc8c9ccccc9cc9c8c7c6c5c9c43)cc2c1,0.689,
hc_c38h20_0pent_1321,c1ccc2cc3c(ccc4cc5ccc6ccc7ccc8cc9ccccc9c9c8c7c6c5c9c43)cc2c1,0.85,
hc_c38h20_0pent_1322,c1ccc2c(c1)ccc1c2ccc2cc3c4ccccc4c4ccc5ccc6cccc7c6c5c4c3c7c21,0.506,
hc_c38h20_0pent_1324,c1ccc2c(c1)c1ccccc1c1c2ccc2cc3ccc4ccc5ccc6cccc7c6c5c4c3c7c21,0.607,
hc_c38h20_0pent_1325,c1ccc2c(c1)ccc1c2ccc2c1ccc1cc3ccc4ccc5ccc6cccc7c6c5c4c3c7c12,0.55,
hc_c38h20_0pent_1326,c1ccc2cc3c(ccc4c3ccc3cc5ccc6ccc7ccc8cccc9c8c7c6c5c9c34)cc2c1,0.723,
hc_c38h20_0pent_1327,c1ccc2c(c1)ccc1ccc3c(ccc4cc5ccc6ccc7ccc8cccc9c8c7c6c5c9c43)c12,0.9,
hc_c38h20_0pent_1328,c1ccc2c(c1)ccc1ccc3cc4cc5ccc6ccc7ccc8cccc9c8c7c6c5c9c4cc3c12,0.759,
hc_c38h20_0pent_1329,c1ccc2cc3c(ccc4cc5cc6ccc7ccc8ccc9cccc%10c9c8c7c6c%10c5cc43)cc2c1,0.6,
hc_c38h20_0pent_1330,c1ccc2c(c1)ccc1c3cc4c(cc3ccc21)cc1ccc2ccc3ccc5cccc6c5c3c2c1c46,0.548,
hc_c38h20_0pent_1331,c1ccc2c(c1)ccc1cc3cc4ccc5ccc6ccc7cc8ccccc8c8c7c6c5c4c8c3cc12,0.754,
hc_c38h20_0pent_1332,c1ccc2c(c1)ccc1cc3cc4cc5ccc6ccc7ccc8cccc9c8c7c6c5c9c4cc3cc12,0.8,
hc_c38h20_0pent_1334,c1ccc2c(c1)ccc1cc3cc4c(cc3cc12)cc1ccc2ccc3ccc5cccc6c5c3c2c1c46,0.796,
hc_c38h20_0pent_1335,c1ccc2cc3cc4c(cc3cc2c1)cc1c2ccccc2c2ccc3ccc5cccc6c5c3c2c1c46,0.902,
hc_c38h20_0pent_1337,c1ccc2cc3cc4c(cc3cc2c1)cc1ccc2ccc3c5ccccc5c5cccc6c4c1c2c3c56,0.936,
hc_c38h20_0pent_1338,c1ccc2cc3cc4c(cc3cc2c1)cc1ccc2ccc3ccc5c6ccccc6cc6c4c1c2c3c56,1.04,
hc_c38h20_0pent_1340,c1ccc2c(c1)ccc1cc3c(cc4ccc5ccc6ccc7cc8ccccc8c8c7c6c5c4c38)cc12,0.786,
hc_c38h20_0pent_1341,c1ccc2c(c1)c1ccccc1c1cc3c(cc4ccc5ccc6ccc7cccc8c7c6c5c4c38)cc21,0.434,
hc_c38h20_0pent_1342,c1ccc2c(c1)ccc1c3cc4cc5ccc6ccc7ccc8cccc9c8c7c6c5c9c4cc3ccc21,0.551,
hc_c38h20_0pent_1343,c1ccc2cc3c(ccc4cc5c(cc6ccc7ccc8ccc9cccc%10c9c8c7c6c5%10)cc43)cc2c1,0.612,
hc_c38h20_0pent_1344,c1ccc2c(c1)ccc1ccc3cc4c(cc5ccc6ccc7ccc8cccc9c8c7c6c5c49)cc3c12,0.837,
hc_c38h20_0pent_1345,c1ccc2cc3c(cc2c1)cc1c2c4ccccc4ccc2c2ccc4ccc5cccc6c5c4c2c1c36,0.859,
hc_c38h20_0pent_1346,c1ccc2cc3c(cc2c1)cc1c2ccc4ccccc4c2c2ccc4ccc5cccc6c5c4c2c1c36,0.874,
hc_c38h20_0pent_1347,c1ccc2cc3c(cc2c1)cc1c2ccccc2c2c4ccccc4c4ccc5cccc6c5c4c2c1c36,1.049,
hc_c38h20_0pent_1348,c1ccc2cc3c(cc2c1)cc1c2ccccc2c2ccc4ccc5cc6ccccc6c6c5c4c2c1c36,0.854,
hc_c38h20_0pent_1349,c1ccc2c(c1)ccc1cc3cc4c5ccccc5c5ccc6ccc7cccc8c7c6c5c4c8c3cc12,0.436,
hc_c38h20_0pent_1350,c1ccc2c(c1)ccc1cc3c(cc12)cc1c2ccccc2c2ccc4ccc5cccc6c5c4c2c1c36,0.448,
hc_c38h20_0pent_1351,c1ccc2cc3c(cc2c1)cc1ccc2c4c5ccccc5ccc4c4ccc5cccc6c5c4c2c1c36,1.054,
hc_c38h20_0pent_1352,c1ccc2cc3c(cc2c1)cc1ccc2c4ccc5ccccc5c4c4ccc5cccc6c5c4c2c1c36,1.076,
hc_c38h20_0pent_1353,c1ccc2cc3c(cc2c1)cc1ccc2c4ccccc4c4c5ccccc5c5cccc6c3c1c2c4c56,1.004,
hc_c38h20_0pent_1354,c1ccc2cc3c(cc2c1)cc1ccc2c4ccccc4c4ccc5c6ccccc6cc6c3c1c2c4c56,0.812,
hc_c38h20_0pent_1355,c1ccc2cc3c(cc2c1)cc1ccc2c4ccccc4c4ccc5cc6ccccc6c6c5c4c2c1c36,1.113,
hc_c38h20_0pent_1356,c1ccc2c(c1)ccc1cc3cc4ccc5c6ccccc6c6ccc7cccc8c7c6c5c4c8c3cc12,0.632,
hc_c38h20_0pent_1357,c1ccc2c(c1)ccc1cc3c(cc4ccc5c6ccccc6c6ccc7cccc8c7c6c5c4c38)cc12,0.637,
hc_c38h20_0pent_1358,c1ccc2cc3c(cc2c1)cc1ccc2ccc4c5c6ccccc6ccc5c5cccc6c3c1c2c4c56,0.992,
hc_c38h20_0pent_1359,c1ccc2cc3c(cc2c1)cc1ccc2ccc4c5ccc6ccccc6c5c5cccc6c3c1c2c4c56,0.993,
hc_c38h20_0pent_1360,c1ccc2cc3c(cc2c1)cc1ccc2ccc4c5ccccc5c5c6ccccc6cc6c3c1c2c4c65,1.035,
hc_c38h20_0pent_1361,c1ccc2cc3c(cc2c1)cc1ccc2ccc4c5ccccc5c5cc6ccccc6c6c3c1c2c4c56,0.865,
hc_c38h20_0pent_1362,c1ccc2c(c1)ccc1cc3cc4ccc5ccc6c7ccccc7c7cccc8c(c3cc12)c4c5c6c78,0.466,
hc_c38h20_0pent_1363,c1ccc2c(c1)ccc1cc3c(cc4ccc5ccc6c7ccccc7c7cccc8c3c4c5c6c78)cc12,0.47,
hc_c38h20_0pent_1364,c1ccc2cc3c(cc2c1)cc1c2ccccc2c2ccc4c5ccccc5c5cccc6c3c1c2c4c56,0.552,
hc_c38h20_0pent_1365,c1ccc2cc3c(cc2c1)cc1ccc2ccc4ccc5c6c(ccc7ccccc76)cc6c3c1c2c4c56,0.987,
hc_c38h20_0pent_1366,c1ccc2cc3c(cc2c1)cc1ccc2ccc4ccc5c6ccc7ccccc7c6cc6c3c1c2c4c56,0.659,
hc_c38h20_0pent_1367,c1ccc2c(c1)ccc1cc3cc4ccc5ccc6ccc7c8ccccc8cc8c(c3cc12)c4c5c6c78,0.542,
hc_c38h20_0pent_1368,c1ccc2c(c1)ccc1cc3c(cc4ccc5ccc6ccc7c8ccccc8cc8c3c4c5c6c78)cc12,0.558,
hc_c38h20_0pent_1369,c1ccc2cc3c(cc2c1)cc1c2ccccc2c2ccc4ccc5c6ccccc6cc6c5c4c2c1c36,0.657,
hc_c38h20_0pent_1370,c1ccc2cc3c(cc2c1)cc1ccc2ccc4ccc5cc6c7ccccc7ccc6c6c5c4c2c1c36,0.861,
hc_c38h20_0pent_1371,c1ccc2cc3c(cc2c1)cc1ccc2ccc4ccc5cc6cc7ccccc7cc6c6c5c4c2c1c36,1.142,
hc_c38h20_0pent_1372,c1ccc2cc3c(cc2c1)cc1ccc2ccc4ccc5cc6ccc7ccccc7c6c6c5c4c2c1c36,0.949,
hc_c38h20_0pent_1373,c1ccc2c(c1)ccc1c2cc2ccc3ccc4ccc5cc6c7ccccc7ccc6c6c5c4c3c2c16,0.563,
hc_c38h20_0pent_1374,c1ccc2c(c1)ccc1c2cc2ccc3ccc4ccc5cc6ccc7ccccc7c6c6c5c4c3c2c16,0.674,
hc_c38h20_0pent_1375,c1ccc2c(c1)ccc1c3ccccc3c3cc4ccc5ccc6ccc7cccc8c7c6c5c4c8c3c21,0.59,
hc_c38h20_0pent_1376,c1ccc2c(c1)ccc1c2c2ccccc2c2cc3ccc4ccc5ccc6cccc7c6c5c4c3c7c21,0.808,
hc_c38h20_0pent_1378,c1ccc2c(c1)ccc1ccc3c4cc5ccc6ccc7ccc8cccc9c8c7c6c5c9c4ccc3c12,0.651,
hc_c38h20_0pent_1379,c1ccc2cc3c(ccc4c3ccc3c4cc4ccc5ccc6ccc7cccc8c7c6c5c4c38)cc2c1,0.554,
hc_c38h20_0pent_1380,c1ccc2c(c1)ccc1c2ccc2c1ccc1c2cc2ccc3ccc4ccc5cccc6c5c4c3c2c16,0.369,
hc_c38h20_0pent_1381,c1ccc2c(c1)c1ccccc1c1c2ccc2c1cc1ccc3ccc4ccc5cccc6c5c4c3c1c26,0.692,
hc_c38h20_0pent_1382,c1ccc2c(c1)ccc1c2ccc2c1cc1c3ccccc3c3ccc4ccc5cccc6c5c4c3c1c26,0.338,
hc_c38h20_0pent_1383,c1ccc2c(c1)ccc1c2ccc2c1cc1ccc3ccc4ccc5cc6ccccc6c6c5c4c3c1c26,0.663,
hc_c38h20_0pent_1384,c1ccc2c(c1)ccc1c3cc4ccc5ccc6ccc7cccc8c7c6c5c4c8c3c3ccccc3c21,0.949,
hc_c38h20_0pent_1385,c1ccc2cc3c(ccc4c3cc3c5ccccc5c5ccc6ccc7cccc8c7c6c5c3c48)cc2c1,0.458,
hc_c38h20_0pent_1386,c1ccc2cc3c(ccc4c3cc3ccc5c6ccccc6c6ccc7cccc8c7c6c5c3c48)cc2c1,0.588,
